0,0.00054
100,0.01957
200,0.05998
300,0.11518
400,0.19674
500,0.30295
600,0.42073
700,0.55468
800,0.76989
900,0.91528
1000,1.09526
1100,1.31347
1200,1.59598
1300,1.85533
1400,2.15858
1500,2.50435
1600,2.7267
1700,3.10778
1800,3.54765
1900,3.73895
2000,4.29365
2100,4.57223
2200,5.03046
2300,5.39774
2400,6.01261
2500,6.47862
2600,6.96809
2700,7.43285
2800,8.37889
2900,8.85492
3000,9.386
3100,10.12
3200,11.2103
3300,11.5943
3400,12.2149
3500,12.8831
3600,13.3575
3700,14.1959
3800,14.7828
3900,15.8366
4000,16.9047
4100,17.2928
4200,18.1748
4300,19.0653
4400,20.0644
4500,20.6012
4600,21.9291
4700,22.8274
4800,23.7893
4900,24.6693
5000,25.5285
5100,27.166
5200,28.5006
5300,30.3462
5400,30.7194
5500,32.3633
5600,32.9469
5700,33.3598
5800,34.9304
5900,35.8695
6000,37.5399
6100,39.5423
6200,40.4264
6300,41.9284
6400,42.9669
6500,45.308
6600,45.1868
6700,46.6508
6800,47.651
6900,49.4733
7000,51.0298
7100,53.0076
7200,54.0332
7300,55.3392
7400,56.9471
7500,58.4554
7600,60.2438
7700,60.9638
7800,62.9732
7900,64.147
8000,67.6891
8100,68.385
8200,69.3792
8300,70.8674
8400,72.6682
8500,73.4508
8600,75.0872
8700,77.2934
8800,79.5924
8900,81.8738
9000,84.5465
9100,85.27
9200,86.485
9300,87.2439
9400,88.2958
9500,92.5274
9600,93.3669
9700,95.6488
9800,98.1295
9900,100.136
10000,101.173
